"id","name","ownerID","ofClientsYears","activeProgramCohort","programCohortHistory","alternateAccountName","annualBudgetMostRecent","billingAddressCity","billingAddressCountry","billingAddressGeocodeAccuracy","billingAddressLatitude","billingAddressLongitude","billingAddressPostalCode","billingAddressState","billingAddressStreet","bipocHeadOfOrg","bipocPctOfBoard","bipocPctOfSrLeaders","bipocPctOfStaff","caseStudyStatus","caseType","countOfProgrammEngagements","fullTimeStaffRangeCount","fullTimeStaffRange","highestStageValue","directoryTags","SMAccountID","mostRecentPEState","mrp","parentID","serviceDelivery","type","createdDate","createdBy","lastModifiedDate","lastModifiedBy","systemModstamp","daysSinceLastActivity"
"0011500001dVH5ZAAW",Winthrop Rockefeller Foundation,"00515000006O7b8AAC",,,,,,Little Rock,,Address,34.7475240,-92.2681340,"72201",AR,"225 E Markham St. Ste 200",,,,,,,0.00,,,,,,,0,,,Independent foundations,"2017-04-07 21:41:11","00515000006O7b8AAC","2022-08-23 09:01:14","00515000006O7O1AAK","2022-08-23 09:01:14",238.00
"0011500001dVHKJAA4",Greater Worcester Community Foundation,"00515000006O7b8AAC",,,,,,Worcester,US,Address,42.2648410,-71.8022040,"01608",MA,"370 Main Street Suite 650",,,,,,,0.00,,,,,,,0,,,For profit,"2017-04-07 22:09:58","00515000006O7b8AAC","2022-08-23 09:01:14","00515000006O7O1AAK","2022-08-23 09:01:14",
"0011500001dVHMeAAO",Oak Foundation,"00515000006O7b8AAC",,,,,,Chapel Hill,US,Address,35.9645570,-79.0504510,"27514",NC,"55 Vilcom Center Dr. Suite 340",,,,,,,0.00,,,,,,,0,,,Family foundations,"2017-04-07 22:15:46","00515000006O7b8AAC","2022-08-23 09:01:14","00515000006O7O1AAK","2023-04-06 20:45:08",6.00
"0011500001HCGY0AAP",A Step Ahead Foundation,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,1549792.0,Memphis,US,Zip,35.1030000,-89.9839000,"38174",TN,PO Box 41601,,,,,Completed,Participant-Created Materials;Step 5: Closing the Loop,1.00,7.00,<10,,"Reproductive health care,Women",,Graduated,0,,One time drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGY1AAP",Anixter Center,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,23396917.0,Chicago,US,Address,41.9180310,-87.6589440,"60614",IL,"2001 North Clybourn Avenue, Ste 300",,,,,,,1.00,253.00,>100,,"Targeted population support,Multi-Service,Persons with disabilities,Transition-Age Youth (TAY),Early Childhood",,Graduated,0,,Repeated drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGY2AAP",artworxLA,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,1219978.0,Los Angeles,US,Address,34.0919240,-118.3394860,"90038",CA,"1140 N Citrus Avenue",,,,,,,1.00,7.00,<10,,"Education services,High School,Arts",,Graduated,0,,Repeated drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGY3AAP",Blue Engine,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,6021106.0,New York,US,Address,40.7046870,-74.0112330,"10004",NY,"75 Broad Street, Suite 2900",,,,,,,1.00,25.00,"21-40",,"Education,Education services",,Graduated,0,,Repeated drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",517.00
"0011500001HCGY4AAP",Blue Ribbon Commission on the Prevention of Youth Violence,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,330051.0,Wilmington,US,Address,34.2422090,-77.9399480,"28401",NC,"507 McRae Street",,,,,,,1.00,4.00,<10,,Community improvement,,Graduated,0,,One time drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGY7AAP",Habitat for Humanity of Greater San Francisco,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,16234144.0,San Francisco,US,Address,37.7959620,-122.4020810,"94111",CA,"500 Washington St., #250",,,,,,,1.00,54.00,"41-60",,"Housing development,Housing,Financial Education",,Graduated,0,,Repeated drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",76.00
"0011500001HCGY8AAP",Homeport,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,6429333.0,Columbus,US,Address,40.0198850,-82.9195090,"43219",OH,"3433 Agler Road, Suite 200",,,,,,,1.00,57.00,"41-60",,Community improvement,,Graduated,0,,One time drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGY9AAP",Neighborhood Housing Services of Chicago (NHS),"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,11836860.0,Chicaco,US,Address,41.9051140,-87.6688970,"60622",IL,"1279 N. Milwaukee Ave., 4th Floor",,,,,,,1.00,103.00,>100,,"Financial services,Housing",,Graduated,0,,One time drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",1268.00
"0011500001HCGYAAA5",New Door Ventures,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,6692504.0,San Francisco,US,Address,37.7587720,-122.4130130,"94110",CA,"3221 20th Street",,,,,Completed,Orgs Changing Due to L4G,1.00,50.00,"41-60",,"Employment,Transition-Age Youth (TAY),Jobs",,Graduated,0,,Repeated drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGYaAAP",Rockefeller Philanthropy Advisors,"00515000006O7O1AAK",,,,,,New York,USA,Address,40.7573770,-73.9789120,"10036",NY,"6 West 48th Street 10th FL",,,,,,,0.00,,,,,,,0,,,Philanthropy serving organizations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-04-07 00:04:48",6.00
"0011500001HCGYBAA5",Nurse-Family Partnership,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,15600000.0,Denver,US,Address,39.7466390,-104.9831980,"80203",CO,"1900 Grant Street, Suite 400",,,,,Completed,Orgs Changing Due to L4G;Participant-Created Materials;Step 5: Closing the Loop,1.00,83.00,"61-100",,"Reproductive health care,Women,Pregnant",,Graduated,0,,Repeated drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",85.00
"0011500001HCGYbAAP",Fund for Shared Insight,"00515000006O7O1AAK",,,,,,,,,,,,,,,,,,,,0.00,,,5.00,,,,0,,,Other,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-04-07 00:04:48",6.00
"0011500001HCGYCAA5",Regional Food Bank of Oklahoma,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,18162059.0,Oklahoma City,US,Address,35.4307860,-97.6150230,"73179",OK,"3355 S. Purdue Avenue",,,,,Completed,Participant-Created Materials;Step 5: Closing the Loop,1.00,102.00,>100,,"Basic and emergency aid,Food Bank",,Graduated,0,,One time drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGYcAAP",Spitfire Strategies,"00515000006O7O1AAK",,,,,,,,,,,,,,,,,,,,0.00,,,,,,,0,,,Consultants,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2022-08-23 09:01:13",
"0011500001HCGYDAA5",Second Harvest Food Bank of Santa Clara and San Mateo Counties,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,39207046.0,San Jose,US,Address,37.4132300,-121.9526550,"95134",CA,"4001 N. 1st Street",,,,,,,1.00,133.00,>100,,"Basic and emergency aid, Food Bank",,Graduated,0,,One time drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",221.00
"0011500001HCGYEAA5",Shelby Residential and Vocational Services,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",SRVS,29114763.0,Memphis,US,Address,35.0638810,-89.9312860,"38118",TN,"3971 Knight Arnold Road",,,,,Completed,,1.00,772.00,>100,,"Targeted population support,Persons with disabilities",,Graduated,0,,Repeated drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGYeAAP",William and Flora Hewlett Foundation,"00515000006O7O1AAK",,,,,,Menlo Park,US,Address,37.4239120,-122.1935970,"94025",CA,"2121 Sand Hill Road",,,,,,,0.00,,,,,,,0,,,Independent foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-03-07 16:13:28",36.00
"0011500001HCGYFAA5",Talent Development Secondary,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,12400000.0,Baltimore,US,Address,39.3208580,-76.6167510,"21218",MD,"2701 N. Charles St. Suite 300",,,,,,,1.00,88.00,"61-100",,"Education services,High School",,Graduated,0,,Cohort,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGYfAAP",Ford Foundation,"00515000006O7O1AAK",,,,,,New York,US,Address,40.7543820,-73.9862280,"10018",NY,"1440 Broadway",,,,,,,0.00,,,0.10,,,,0,,,Public grantmaking charities,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-03-27 22:30:26",16.00
"0011500001HCGYGAA5",The Village for Families and Children,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,27980000.0,Hartford,US,Address,41.7872340,-72.7104420,"6105",CT,"1680 Albany Avenue",,,,,,,1.00,279.00,>100,,"Mental health care,Multi-Service",,Graduated,0,,Repeated drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGYgAAP",David and Lucile Packard Foundation,"00515000006O7O1AAK",,,,,,Los Altos,,Address,37.3764610,-122.1148650,"94022",CA,"343 Second Street",,,,,,,0.00,,,,,,,0,,,Family foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-03-27 22:34:45",16.00
"0011500001HCGYHAA5",Union Capital Boston,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,322500.0,Jamaica Plain,US,Block,42.3093780,-71.1048630,"2130",MA,"3353 Washington St. 2nd Floor",,,,,,,1.00,2.00,<10,,Community improvement,,Graduated,0,,Repeated drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGYhAAP",The JPB Foundation,"00515000006O7b8AAC",,,,,,New York,,Address,40.7572180,-73.9691940,"10022",New York,"875 Third Avenue, 29th Floor",,,,,,,0.00,,,,,,,0,,,Family foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-04-06 00:24:20",7.00
"0011500001HCGYIAA5",United Way of Buffalo & Erie County,"0051C000008XsOpQAK",,,"2016 Co-Funded(Graduated)",,18300000.0,Buffalo,US,Address,42.9043240,-78.8731820,"14209",NY,"742 Delaware Avenue",,,,,,,1.00,44.00,"41-60",,"Financial services,Multi-Service",,Graduated,0,,Repeated drop in,Nonprofit,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-02-22 20:21:55","0051C000008XsOpQAK","2023-02-22 20:21:55",
"0011500001HCGYiAAP",Rita Allen Foundation,"00515000006O7O1AAK",,,,,,Princeton,,Zip,40.3561000,-74.6693000,"08542",NJ,PO Box 116,,,,,,,0.00,,,,,,,0,,,Family foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2022-11-02 15:12:02",161.00
"0011500001HCGYJAA5",The Boston Foundation,"00515000006O7O1AAK",,,,,,"Boston,",US,Address,42.3504950,-71.0704900,"02116",MA,"75 Arlington St # 1000",,,,,,,0.00,,,,,,,0,,,Community foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-04-06 19:49:06",6.00
"0011500001HCGYjAAP",Liquidnet for Good,"00515000006O7O1AAK",,,,,,New York,,Zip,40.7564000,-73.9957000,"10018",NY,"620 8TH AVENUE, NEW YORK TIMES BUILDING, 20TH",,,,,,,0.00,,,,,,,0,,,Corporate foundations/Corporate giving programs,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-03-07 01:55:47",37.00
"0011500001HCGYKAA5",The Chicago Community Trust,"00515000006O7O1AAK",,,,,,Chicago,,Address,41.8863790,-87.6235840,"60601",IL,"225 N Michigan Ave #2200",,,,,,,0.00,,,,,,,0,,,Community foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2023-03-21 18:37:12","0054T000001k34NQAQ","2023-03-23 21:41:33",20.00
"0011500001HCGYkAAP",W.K. Kellogg Foundation,"00515000006O7O1AAK",,,,,,East Battle Creek,US,Address,42.3187960,-85.1804070,"49017",MI,"1 Michigan Ave",,,,,,,0.00,,,,,,,0,,,Public grantmaking charities,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-04-07 00:54:05",6.00
"0011500001HCGYLAA5",Edna McConnell Clark Foundation (EMCF),"00515000006O7O1AAK",,,,,,New York,,Block,40.7568090,-73.9761340,"10017",NY,"415 Madison Ave",,,,,,,0.00,,,,,,,0,,,Independent foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-04-05 23:09:59",7.00
"0011500001HCGYlAAP",Gordon and Betty Moore Foundation,"00515000006O7O1AAK",,,,,,Palo Alto,,Address,37.4097030,-122.1520940,"94304",CA,"1661 Page Mill Road",,,,,,,0.00,,,,,,,0,,,Family foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2022-08-23 09:01:13",1556.00
"0011500001HCGYMAA5",Hartford Foundation for Public Giving,"00515000006O7O1AAK",,,,,,Hartford,,Address,41.7595210,-72.6690370,"06106",CT,"10 Columbus Boulevard, 8th Floor",,,,,,,0.00,,,,,,,0,,,Community foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-02-27 16:46:38",44.00
"0011500001HCGYmAAP",Rockefeller Brothers Fund,"00515000006O7O1AAK",,,,,,NY,US,Block,40.8110250,-73.9639530,"10115",NY,"475 Riverside Dr. Suite 900",,,,,,,0.00,,,,,,,0,,,Public grantmaking charities,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2022-08-23 09:01:13",321.00
"0011500001HCGYNAA5",Health Foundation for Western and Central New York,"00515000006O7O1AAK",,,,,,"Buffalo,",,Address,42.8748410,-78.8496220,"14210",NY,"726 Exchange St # 518",,,,,,,0.00,,,,,,,0,,,Community foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2022-08-23 09:01:13",246.00
"0011500001HCGYOAA5",Inasmuch Foundation,"00515000006O7O1AAK",,,,,,Oklahoma City,,Zip,35.4702000,-97.5185000,"73102",OK,"Oklahoma Tower, 210 Park Avenue, Suite 3150",,,,,,,0.00,,,,,,,0,,,Independent foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2022-09-01 19:39:39",223.00
"0011500001HCGYoAAP",The Rockefeller Foundation,"00515000006O7O1AAK",,,,,,New York,,Address,40.7509280,-73.9833750,"10018",NY,"420 Fifth Ave",,,,,,,0.00,,,,,,,0,,,Family foundations,"2016-01-27 20:36:52","00515000006O7O1AAK","2022-08-23 09:01:13","00515000006O7O1AAK","2023-01-26 22:01:01",76.00
