DATE_CREATED,MEMBER_ID,SURVEY_ID,IP_ADDRESS,REC_ID,SL1,SL2,net_promoter_score_listen_for_good,l4g_meet_needs,l4g_respect,l4g_easy_get_services,l4g_connected,l4g_good_at,l4g_do_better,l4g_age,l4g_gender,l4g_race
2020-01-21T14:27:28+00:00,531051,274923972,70.163.192.111,11288597794,Human services,Targeted population support,1,Not well at all,Mostly,,,Making you feel like they are actually doing something to help.,Actually helping not just giving numbers to other locations that don't answer the phone or are not even connected!!,,Female,White
2020-01-21T17:03:26+00:00,531051,274923972,184.103.171.32,11288886308,Human services,Targeted population support,10,Extremely well,Always,,,Helping with everything,I think everything is perfect,,Female,Hispanic or Latino
2020-01-22T08:03:28+00:00,531051,274923972,174.238.132.212,11290554720,Human services,Targeted population support,10,Extremely well,Always,,,Everything to do with raising special needs children!,Classes in Mesa AZ 🤗,,Female,White
2020-01-22T15:06:56+00:00,531051,274923972,174.18.74.125,11291382047,Human services,Targeted population support,10,Extremely well,Always,,,Empowering families Teaching families how to be there best advocate for their child,No suggestions to offer,,Female,White
2020-01-23T21:54:01+00:00,531051,274923972,72.208.14.235,11295271021,Human services,Targeted population support,10,Extremely well,Always,,,Expert knowledge and clear communications. Kristi is 5-star!!!,At this point I have no constructive criticism.,,Male,
2020-01-24T13:55:09+00:00,531051,274923972,24.11.159.102,11296583820,Human services,Targeted population support,10,Very well,Always,,,Information,,,Male,White
2020-01-24T15:38:37+00:00,531051,274923972,174.17.126.246,11296866395,Human services,Targeted population support,10,Very well,Always,,,Getting back to you . Although I have not yet been contacted by another parent . Could take a few more days though.,After the initial call- I would like a follow up email of what RSK is doing to accommodate my request. Just so I know time frame .,,Female,Hispanic or Latino
2020-01-24T23:07:38+00:00,531051,274923972,174.238.15.46,11297925806,Human services,Targeted population support,10,Very well,Always,,,At explaining procedures for IEP’s,Attend IEP meetings with parents,,Female,Hispanic or Latino
2020-01-29T18:52:23+00:00,531051,274923972,68.98.117.65,11308433550,Human services,Targeted population support,10,Extremely well,Always,,,They went out of their way to help me find resources and information for my son. They made me feel like son actually mattered and deserved getting help,They're doing everything amazing already,,Female,Hispanic or Latino
2020-01-30T05:20:14+00:00,531051,274923972,184.101.190.96,11309618525,Human services,Targeted population support,10,Extremely well,Always,,,Providing helpful information genuine compassion and emotional support. I FELT HEARD. I FELT SUPPORTED. I FELT UNDERSTOOD AND NOT ON MY OWN.,Seriously - no suggestions on improvement. Brittney was wonderful to speak to and she emailed me the info I needed immediately.,,Female,Black or African American
2020-01-31T07:39:34+00:00,531051,274923972,174.17.16.224,11312563808,Human services,Targeted population support,10,Extremely well,Always,,,Getting correct information they need.,They helped me each time I've spoke with someone.,,Female,Hispanic or Latino
2020-01-31T22:24:27+00:00,531051,274923972,97.124.194.127,11314510951,Human services,Targeted population support,10,Extremely well,Always,,,Support knowledge communication and routing our children on!,I can’t think of anything! We had such a great experience with Brittany Miller! She was an absolute delight and so helpful!,,Female,White
2020-02-01T06:00:46+00:00,531051,274923972,184.103.66.155,11315027333,Human services,Targeted population support,,Very well,Always,,,Orientar y aconsejar las personas sobre las preguntas que tengan sobre IEPs y 504 u otro tipos de ayuda,Probablemente tener mas personal.,,Female,Hispanic or Latino
2020-02-01T14:50:03+00:00,531051,274923972,70.176.42.64,11315515812,Human services,Targeted population support,10,A little bit,Always,,,Assisting parents with special needs children.,Nothing comes to mind. My experience is limited.,,Female,White
2020-02-03T14:10:28+00:00,531051,274923972,184.101.84.161,11318385459,Human services,Targeted population support,10,Extremely well,Always,,,Providing resources and support.,Have the resources also on your website,,Female,White
2020-02-04T22:05:15+00:00,531051,274923972,97.124.205.202,11322792936,Human services,Targeted population support,10,Extremely well,Always,,,Están muy informados y dan apoyo a padres con niños con necesidades especiales dándoles consejos y clases para nosotros poder ayudar a nuestros hijos mejor.,Yo no creo que necesiten mejorar algo.,,Female,Hispanic or Latino
2020-02-05T05:01:33+00:00,531051,274923972,24.56.21.100,11323490080,Human services,Targeted population support,8,Very well,Always,,,Answering questions,,,Female,White
2020-02-06T15:21:24+00:00,531051,274923972,70.176.219.75,11327580542,Human services,Targeted population support,10,Very well,Always,,,Answered question that I has  suggested other contacts  emailed info right away,,,Male,White
2020-02-07T14:05:51+00:00,531051,274923972,67.1.180.4,11330156226,Human services,Targeted population support,10,,,,,Guidance,Have more help,,,
2020-02-07T15:23:41+00:00,531051,274923972,71.223.38.14,11330383703,Human services,Targeted population support,10,Extremely well,Sometimes,,,El equipo que me asesoró muy profesional y   muy  amables,En lo personal pienso k tienen un equipo muy bien preparados en todo .,,Female,Hispanic or Latino
2020-02-08T04:10:02+00:00,531051,274923972,172.58.23.165,11331801996,Human services,Targeted population support,10,,,,,Communication,She did good,,,
2020-02-10T13:18:27+00:00,531051,274923972,68.98.110.134,11334985144,Human services,Targeted population support,10,Very well,Always,,,Empathetic listening without judgment.,Nothing they are awesome,,Female,White
2020-02-10T15:12:49+00:00,531051,274923972,98.174.245.22,11335281917,Human services,Targeted population support,10,Extremely well,Always,,,Making great referrals.,Nothing.  Nannette was so kind and helpful,,Female,White
2020-02-10T16:40:42+00:00,531051,274923972,174.17.244.209,11335540550,Human services,Targeted population support,10,Extremely well,Always,,,Support and resources help,Nothing they're doing great,,Female,White
2020-02-10T23:07:33+00:00,531051,274923972,172.58.23.190,11336577669,Human services,Targeted population support,9,Very well,Mostly,,,Right Source of information,,,,
2020-02-11T16:58:21+00:00,531051,274923972,67.1.212.106,11338371587,Human services,Targeted population support,10,Very well,Always,,,La información que proveen y el apoyo a las familias,,,Female,Hispanic or Latino
2020-02-12T03:24:15+00:00,531051,274923972,184.103.215.130,11339698757,Human services,Targeted population support,,Extremely well,Always,,,,,,,
2020-02-13T01:05:44+00:00,531051,274923972,174.73.226.14,11342341339,Human services,Targeted population support,10,Very well,Always,,,Es una organización que nos brinda apoyo para poder saber manejar nuestra reuniones de IEP de la mejor manera posible... he aprendido cuáles son mis derechos como Madre y Gracias a ustedes no me siento sola en el camino de mi hijo...,Brindándonos un poquito más de su valioso tiempo,,Female,Another race or ethnicity please describe below
2020-02-13T07:53:52+00:00,531051,274923972,72.216.155.205,11342840522,Human services,Targeted population support,6,Fairly well,Mostly,,,IAm not sure.,to have network with other like a family lawyer specializing with kids with special needs,,,
2020-02-13T15:27:28+00:00,531051,274923972,172.58.21.251,11343693499,Human services,Targeted population support,2,Not well at all,Never,,,Idk still havent figured it out,Information giving,,,
2020-02-13T16:55:46+00:00,531051,274923972,174.26.88.102,11343962069,Human services,Targeted population support,10,Very well,Always,,,Listening,Call back sooner,,Female,White
2020-02-13T17:38:04+00:00,531051,274923972,98.167.190.15,11344087837,Human services,Targeted population support,,Very well,Always,,,Give valuable information about school doctors and give you a good education  as a parent  .,,,Female,Hispanic or Latino
2020-02-14T13:54:12+00:00,531051,274923972,75.167.122.46,11346150451,Human services,Targeted population support,10,Extremely well,Always,,,They can cover so many topics and so many disabilities. There is not a time that I have not been supported when working with RSK.,Nothing.,,Female,White
2020-02-14T22:45:02+00:00,531051,274923972,174.254.132.197,11347339435,Human services,Targeted population support,10,Extremely well,Always,,,Support,Letting the people go to school meetings,,Prefer not to say,White
2020-02-15T04:26:13+00:00,531051,274923972,75.167.52.2,11347686018,Human services,Targeted population support,10,Extremely well,Always,,,knowledge of IEP procedure recommendations and support,nothing I could think of.,,Female,White
2020-02-15T23:02:25+00:00,531051,274923972,68.231.18.53,11348723940,Human services,Targeted population support,10,Very well,Always,,,advocating being empathic and caring,Nothing,,Female,White
2020-02-17T14:15:01+00:00,531051,274923972,184.98.86.127,11350967320,Human services,Targeted population support,10,Very well,Always,,,Support,,,Female,Hispanic or Latino
2020-02-17T19:01:18+00:00,531051,274923972,75.167.68.200,11351680574,Human services,Targeted population support,10,,,,,I don't know we only had an evaluation,,,,
2020-02-18T01:24:24+00:00,531051,274923972,107.77.245.19,11352371653,Human services,Targeted population support,10,Very well,Always,,,Apoyando con información que las familias necesitan.,,,Female,Hispanic or Latino
2020-02-19T16:53:20+00:00,531051,274923972,107.77.230.42,11356952511,Human services,Targeted population support,10,Very well,Always,,,Me han ofrecido apoyo no sólo practico sino emocional. Me he sentido apoyada.,Sigan apoyando igual. Gracias.,,Female,Hispanic or Latino
2020-02-21T03:55:30+00:00,531051,274923972,72.201.114.84,11361270415,Human services,Targeted population support,10,Very well,Always,,,Giving information on how to help my child,Pretty help good so far,,Male,White
2020-02-21T16:25:44+00:00,531051,274923972,174.238.12.187,11362471940,Human services,Targeted population support,10,Extremely well,Always,,,Information dissemination.  Advocating for special education informing parents.,Not sure pleased with your services and the fact that it costs nothing.  Thank you.,,Male,Hispanic or Latino
2020-02-21T20:43:06+00:00,531051,274923972,98.172.66.8,11363115472,Human services,Targeted population support,10,Very well,Always,,,You are particularly good at making parents feel like they are not alone in their struggles.,Timely communication even just to say I'm still working on that.,,Female,White
2020-02-25T13:22:13+00:00,531051,274923972,70.93.27.221,11369711613,Human services,Targeted population support,10,Extremely well,Always,,,Being very helpful and supportive with families.,Everything is very good.,,Female,Hispanic or Latino
2020-02-26T15:32:07+00:00,531051,274923972,68.2.112.3,11373123559,Human services,Targeted population support,10,Extremely well,Always,,,Communication and connecting people,Nothing,,,
2020-02-27T02:01:42+00:00,531051,274923972,172.58.21.180,11374930527,Human services,Targeted population support,,Extremely well,Always,,,Knowing exactly advise to give.,Nothing they are already amazing !,,Female,Hispanic or Latino
2020-02-27T15:14:39+00:00,531051,274923972,68.106.7.51,11376323724,Human services,Targeted population support,5,Not well at all,Always,,,Making the first call. I have yet to hear back with any options,I wish there were more options out there,,Female,White
2020-02-27T16:43:34+00:00,531051,274923972,97.124.166.218,11376591266,Human services,Targeted population support,10,Extremely well,Always,,,Communication,Have Staff available sooner to help parents at school meetings,,Female,White
2020-03-02T08:30:51+00:00,531051,274923972,70.176.62.28,11384471235,Human services,Targeted population support,10,Extremely well,Always,,,Answering questions helping with anything and  communication,Nothing everything was perfect,,Female,Hispanic or Latino
2020-03-02T15:23:07+00:00,531051,274923972,150.135.165.107,11385287060,Human services,Targeted population support,,Very well,Always,,,Good orientation into what do do,If you could actually offer the services,,Female,Hispanic or Latino
2020-03-02T21:15:53+00:00,531051,274923972,70.93.71.190,11386329795,Human services,Targeted population support,9,Very well,Always,,,Bueno darme informacion util en la situacion de mi niña.,Bueno si yo Prefiriria que la persona /s del area del Sur que es la Ciudad de Yuma puedan tener mas tiempo en atendernos en persona.Yo prefiero en persona 100%,,Female,Hispanic or Latino
2020-03-03T13:20:38+00:00,531051,274923972,184.101.12.49,11387946095,Human services,Targeted population support,10,Extremely well,Always,,,Everything,Nothing,,Female,White
2020-03-03T16:58:22+00:00,531051,274923972,104.175.112.178,11388585834,Human services,Targeted population support,10,,,,,Providing resource information,not sure,,,
2020-03-03T21:54:08+00:00,531051,274923972,172.58.21.64,11389471362,Human services,Targeted population support,10,Extremely well,Always,,,Todo el apoyo a las familias,Ustedes están desempeñando bien su trabajo,,Female,Hispanic or Latino
2020-03-04T00:04:37+00:00,531051,274923972,70.163.177.233,11389804329,Human services,Targeted population support,10,Extremely well,Always,,,Providing resources,Not sure,,Female,White
2020-03-04T02:16:27+00:00,531051,274923972,67.42.47.35,11390092137,Human services,Targeted population support,10,A little bit,Always,,,Dar information a los Padres de todo lo q podemos haser y aprender con nuestros hijos,Hasta horita no hay nada q diga esoto led falta,,Male,Hispanic or Latino
2020-03-06T06:23:24+00:00,531051,274923972,184.101.130.100,11397156965,Human services,Targeted population support,10,Very well,Always,,,Helping parents advocate for their children.,Have trainings/meetings throughout the valley instead of just downtown.,,Female,Multiracial or Multiethnic
2020-03-06T12:25:53+00:00,531051,274923972,68.98.101.57,11397759745,Human services,Targeted population support,10,Extremely well,Always,,,Me gusta la atención que dan desde un principio y los programas que tienen,Son muy buenos,,Female,Hispanic or Latino
2020-03-06T15:12:28+00:00,531051,274923972,107.77.228.14,11398234416,Human services,Targeted population support,10,Extremely well,Always,,,Son unas personas muy amables y nos ayudan a tomar buenas decisiones para nuestros hijos nos dan buenas recomendaciones y la verdad me kede muy agradecida con hustedes muchas Gracias,Seguir siendo las mismas personas amables,,,
2020-03-09T16:23:39+00:00,531051,274923972,184.101.68.156,11404395622,Human services,Targeted population support,10,Fairly well,Always,,,Keeping in contact answering questions and doing so in a timely manner,,,Female,White
2020-03-10T09:06:55+00:00,531051,274923972,68.2.229.73,11406363040,Human services,Targeted population support,10,Extremely well,Always,,,Helping give information,Nothing they are so awesome,,Female,White
2020-03-11T06:01:32+00:00,531051,274923972,184.101.108.18,11409382804,Human services,Targeted population support,8,Very well,Always,,,Apollo alos padre de consejeria y de cimo podemos ayudar anuestros hijos,Talvez teniendo mas reuniones para padres para brindarnos unos consejos decomo ayudar anuestros hijos,,Female,
2020-03-11T13:15:18+00:00,531051,274923972,172.58.21.6,11410137017,Human services,Targeted population support,10,,,,,Apoyar con temas difíciles de consultar para nosotros los padres!,Dando como hasta ahora estos programas.,,,
2020-03-11T23:08:08+00:00,531051,274923972,68.96.56.239,11411910654,Human services,Targeted population support,7,A little bit,Mostly,,,Advocacy/Update emails,Follow through - I never received an email with resources?,,Female,Hispanic or Latino
2020-03-12T19:04:24+00:00,531051,274923972,107.77.245.45,11414322269,Human services,Targeted population support,10,A little bit,Always,,,I don't know wasn't helpful for me.,I don't know,,Female,Hispanic or Latino
2020-03-13T00:03:25+00:00,531051,274923972,23.83.131.203,11414994010,Human services,Targeted population support,,Extremely well,Always,,,I appreciated speaking with someone who was knowledgeable and empathetic that could help me with the problem at hand.,I think everything was great! No suggestions at all to do things better :),,Female,White
2020-03-13T14:40:56+00:00,531051,274923972,172.58.21.231,11416448059,Human services,Targeted population support,10,Very well,Always,,,Helping me understand what a specific application is used for.,,,Female,White
2020-03-13T17:38:41+00:00,531051,274923972,172.58.188.189,11416956909,Human services,Targeted population support,10,Extremely well,Always,,,Giving good advice on what to do for helping special needs children.,Call back faster?,,Male,White
2020-03-14T15:21:18+00:00,531051,274923972,68.108.220.140,11418676630,Human services,Targeted population support,10,Very well,Always,,,listening giving advice on what is needed being a support team,checking in with the family they spoke with,,Female,White
2020-03-17T13:22:11+00:00,531051,274923972,72.222.188.98,11424498062,Human services,Targeted population support,10,Very well,Always,,,Listening,She was amazing,,Female,White
2020-03-17T23:16:28+00:00,531051,274923972,174.195.131.25,11425992977,Human services,Targeted population support,10,Extremely well,Always,,,Providing emotional support and discussing available resources.,More timely response  to initial inquiries.,,Female,White
2020-03-18T11:30:41+00:00,531051,274923972,172.242.49.222,11427071110,Human services,Targeted population support,10,Extremely well,Always,,,Listening to my experience and giving information that may help my specific situation,You guys are great no area of concern in my experience,,Female,Hispanic or Latino
2020-03-18T12:17:11+00:00,531051,274923972,68.109.167.43,11427161292,Human services,Targeted population support,10,Extremely well,Always,,,,,,Female,White
2020-03-19T14:00:36+00:00,531051,274923972,68.99.238.13,11430353112,Human services,Targeted population support,10,Extremely well,Always,,,Listening to the situation and directing the parent to know what steps we can take to support our child,Nothing,,Female,White
2020-03-23T12:21:34+00:00,531051,274923972,24.23.73.45,11438940750,Human services,Targeted population support,10,Fairly well,Mostly,,,Providing resources to contact.,Think a lot depends on person you connect with.  Jenny Gibbons was great - felt like she cared and put a lot of thought into it.  Struggled connecting with other staff who seemed busy & distracted.,,,
2020-03-24T13:25:01+00:00,531051,274923972,163.116.129.115,11441988651,Human services,Targeted population support,10,Extremely well,Always,,,Specialized and Tailored responses to individual situations. For example : I got a lot of information for the website I read all of it and came to some conclusions but I needed to speak to a co-parent to bounce my idea and understand if I am in right direction. Then I call Raising Special Kids,I think Raising Special Kids is doing great. Seems like you have a lot of workload. It might be worth to increase the staff,,Male,Another race or ethnicity please describe below
2020-03-24T15:42:56+00:00,531051,274923972,70.174.196.94,11442359352,Human services,Targeted population support,9,Very well,Always,,,In depth knowledge,More volunteers,,Male,Asian
2020-03-24T16:23:50+00:00,531051,274923972,72.208.114.16,11442493387,Human services,Targeted population support,10,Very well,Always,,,Providing direction on how to go about getting information.,Nothing,,Female,White
2020-03-25T18:09:26+00:00,531051,274923972,68.2.205.111,11446114883,Human services,Targeted population support,10,Very well,Always,,,Parent support meetings education.,,,Female,White
2020-03-26T14:57:08+00:00,531051,274923972,172.58.21.66,11448755074,Human services,Targeted population support,10,Extremely well,Always,,,Understanding the specifics needs for my son.,N/a,,Male,Native American or Alaska Native
2020-03-26T19:48:16+00:00,531051,274923972,68.2.222.130,11449638837,Human services,Targeted population support,10,Very well,Always,,,Joining families to ensure they are supported and understand their rights and resources available.,N/A,,Female,White
2020-03-28T15:07:09+00:00,531051,274923972,71.209.132.200,11455230933,Human services,Targeted population support,10,Extremely well,Always,,,EVERYTHING!!! Support empathy resources kindness professionalism.,I can’t think of a thing,,Female,White
2020-03-30T12:40:42+00:00,531051,274923972,70.188.204.57,11458908103,Human services,Targeted population support,10,Very well,Always,,,Mental support and information,I’m pretty happy with my service,,Female,Asian
2020-03-31T17:41:48+00:00,531051,274923972,184.98.94.167,11463185973,Human services,Targeted population support,10,Extremely well,Always,,,Explaining your rights and what to do next.,I do not know enough about these situations to know what would make it better.,,Female,White
2020-04-01T19:54:11+00:00,531051,274923972,98.165.3.93,11467039062,Human services,Targeted population support,10,Extremely well,Always,,,communication,not sure,,Female,White
2020-04-02T14:53:33+00:00,531051,274923972,68.0.183.213,11469461066,Human services,Targeted population support,10,Very well,Always,,,Up to date changes in legislation and family rights,Have more legislative support present during department of ed affairs,,Female,White
2020-04-03T03:02:05+00:00,531051,274923972,174.238.10.9,11471574455,Human services,Targeted population support,10,Extremely well,Always,,,Very helpful and explains thourghly,Doing Good,,Female,Black or African American
2020-04-03T05:40:38+00:00,531051,274923972,184.98.63.214,11471886586,Human services,Targeted population support,10,Extremely well,Always,,,Tienen información muy importante para los padres con niños especiales! Nos guían para saber de que manera podemos ayudar a nuestros hijos a tener un buen aprendizaje en la escuela y si necesitan ayuda psicológica también nos guían en cómo y donde conseguirla.,Creo que están haciendo un buen trabajo y no necesitan mejorar nada.,,Female,Hispanic or Latino
2020-04-06T07:16:32+00:00,531051,274923972,172.58.23.139,11479074675,Human services,Targeted population support,1,,,,,Nada todavia no tengo ayuda todavia de con ustedes..,Ayudarme con mi niña porfavor ocupo muncha ayuda con la niña mia de verdad ..,,Female,Hispanic or Latino
2020-04-06T14:25:50+00:00,531051,274923972,24.255.33.18,11480081698,Human services,Targeted population support,9,Very well,Always,,,Guiding parents to advocate for their kids,Can't think of anything,,Female,White
2020-04-06T16:18:42+00:00,531051,274923972,98.165.127.100,11480462170,Human services,Targeted population support,10,Extremely well,Always,,,providing the resources and support for the families of children living with disabilities,Keep doing the outstanding job that you're doing!,,Female,White
2020-04-06T18:40:12+00:00,531051,274923972,174.238.5.172,11480871180,Human services,Targeted population support,5,A little bit,Rarely,,,Pos la verdad no se mucho ppr que apenas estoy interactuando con ustedes,No responder,,Male,Hispanic or Latino
2020-04-07T04:01:30+00:00,531051,274923972,174.74.207.178,11482104196,Human services,Targeted population support,10,Extremely well,Always,,,Explaining and navigating government programs and personal expectations for raising special kids.,Be more known. All OBGYN and pediatrician offices (and health insurance agencies) should be aware of this program. It would have made our journey much easier if we had known about it earlier.,,Male,White
2020-04-07T12:19:59+00:00,531051,274923972,68.3.234.153,11483002843,Human services,Targeted population support,10,Very well,Always,,,Understanding and information.,?,,Female,White
2020-04-08T01:10:10+00:00,531051,274923972,184.101.39.82,11485174864,Human services,Targeted population support,9,Very well,Always,,,Helping families and understanding the struggles of raising children with special needs.,Maybe redirect families on helping get a diagnosis when first starting out this journey.,,Female,Multiracial or Multiethnic
2020-04-09T22:41:53+00:00,531051,274923972,24.255.1.187,11491512966,Human services,Targeted population support,10,Extremely well,Always,,,Mucha informacion para el bien de nuestros hijos muy agradesida.😃,Mas que todo para mi segir reciviendo in formacion en español por que hay padres como yo no entiendo mucho ingles .,,Female,Hispanic or Latino
2020-04-13T14:55:06+00:00,531051,274923972,72.216.79.100,11499030818,Human services,Targeted population support,9,A little bit,Always,,,Assisting with information on what is available.,Respond during the time frame of availability.  For example I gave my son's work hours and they ONLY attempted to call him during his work hours when he is not allowed to answer his phone.,,Female,Other | I am whitemy sons and grandsons are black and it's about them.
2020-04-16T15:37:55+00:00,531051,274923972,172.58.21.204,11509680234,Human services,Targeted population support,10,Extremely well,Always,,,Valuable information/ resources,No concerns here!,,Female,Black or African American
2020-04-16T16:38:56+00:00,531051,274923972,70.190.102.175,11509920129,Human services,Targeted population support,10,Extremely well,Always,,,Knowledge about children’s rights in our State.,Even though it is understood the parents are the only true advocate for their child the position of raising special kids toward the parents was confusing as opposed to your relationship with the school. You should truly say you are only in an advisory capacity.,,Female,White
2020-04-17T15:30:47+00:00,531051,274923972,72.200.71.44,11513298376,Human services,Targeted population support,10,Very well,Sometimes,,,Comunicarse con nosotros y enviar información,Mandando boletines a nuestras casas,,Female,Hispanic or Latino
2020-04-17T15:43:47+00:00,531051,274923972,71.223.50.192,11513346722,Human services,Targeted population support,9,Very well,Always,,,Providing the parents with information that they don’t know about in order to advocate for their children.,Increase their staff members,,Female,Hispanic or Latino
2020-04-20T15:39:54+00:00,531051,274923972,98.174.226.179,11520288439,Human services,Targeted population support,10,Extremely well,Always,,,Support sharing knowledge,I have not had enough interaction to answer,,Female,White
2020-04-20T15:52:01+00:00,531051,274923972,24.56.49.100,11520324751,Human services,Targeted population support,10,Very well,Always,,,Helping parents know their options,,,Female,White
2020-04-21T12:56:36+00:00,531051,274923972,174.26.239.191,11523520662,Human services,Targeted population support,10,,,,,En darnos ayuda y información muy valiosa,Creo que lo que hacen es mucho gracias,,,
2020-04-21T15:02:25+00:00,531051,274923972,207.171.247.216,11523868405,Human services,Targeted population support,8,Very well,Always,,,Helping me talk through worries and being part of the school meeting so I dont feel alone.,Na,,Female,White
2020-04-22T17:35:51+00:00,531051,274923972,68.99.243.196,11528272776,Human services,Targeted population support,7,Very well,Always,,,,,,Female,Multiracial or Multiethnic
2020-04-22T18:54:40+00:00,531051,274923972,70.190.169.88,11528571114,Human services,Targeted population support,10,Very well,Mostly,,,La pronta devolución de las llamadas de consultoría es excelente. Gloria me ayudo con mucha información muy valiosa.,Posiblemente darle seguimiento a las llamadas después de la primera consulta.,,Female,Hispanic or Latino
2020-04-23T15:14:37+00:00,531051,274923972,71.223.197.39,11531535457,Human services,Targeted population support,10,Extremely well,Always,,,La ayuda q ofrecen a los niños es importante  en su educacion,La unio de todos es importante para poder aprender mas,,Female,Hispanic or Latino
2020-04-23T18:50:17+00:00,531051,274923972,68.2.191.174,11532300921,Human services,Targeted population support,3,A little bit,Always,,,Resources,Response time,,Female,Hispanic or Latino
2020-04-24T15:45:47+00:00,531051,274923972,70.162.97.247,11535498293,Human services,Targeted population support,10,Extremely well,Always,,,Providing detailed easy to understand explanations of the IEP process and information that is important for parents to understand from an parent's perspective as well as school's perspective. Having staff who are empathetic and care about the difficulties parents/families face.,I really can't think of anything at the moment.,,Female,Hispanic or Latino
2020-04-24T19:49:26+00:00,531051,274923972,184.182.6.25,11536368410,Human services,Targeted population support,10,Very well,Always,,,Communication listening,,,Female,White
2020-04-24T22:50:40+00:00,531051,274923972,72.208.42.17,11536894887,Human services,Targeted population support,10,Very well,Always,,,Apoyo muy certero para education de my hijo,No lose,,,Hispanic or Latino
2020-04-27T16:20:57+00:00,531051,274923972,70.93.3.222,11542809907,Human services,Targeted population support,10,Fairly well,Always,,,EL APOYAR A FAMILIAS OPERSONAS QUE NECESITAN AYUDA SORE ALGUN MIEMBRO DIAGNOSTICADO CON  UNA NECESIDAD ESPECIALORIENTACION SOBRE TEMAS QUE SON DE IMPORTANTES  EL DESARROLLO DE  LA PERSONATE COMPRENDEN Y ENTIENDEN DEL DIAGNOSTICO QUE FUE DADO A TU HIJO(A),TODO ESTA BIEN PERO YHABLO ESPAÑOL Y LA INFORMACION PARA MI SERIA MEJIR QUE  SE ME DIERA EN ESPAÑOL.,,Female,Other | HISPANO(MEXICANO)
2020-04-28T15:30:21+00:00,531051,274923972,174.238.3.90,11546254801,Human services,Targeted population support,10,Very well,Always,,,Advice and information.,Better presence in rural areas. Northern AZ,,Female,Native Hawaiian or other Pacific Islander
